,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
54388,2020,GEORGIA,GA,GILMER,13123.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12,16525,20220315,PROV
54389,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,53,1566,20220315,ABSENTEE
54390,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,62,1566,20220315,ADVANCED VOTING
54391,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40,1566,20220315,ELECTION DAY
54392,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,1566,20220315,PROV
54393,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,1566,20220315,ABSENTEE
54394,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,4,1566,20220315,ADVANCED VOTING
54395,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3,1566,20220315,ELECTION DAY
54396,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,1566,20220315,PROV
54397,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,205,1566,20220315,ABSENTEE
54398,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,795,1566,20220315,ADVANCED VOTING
54399,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,403,1566,20220315,ELECTION DAY
54400,2020,GEORGIA,GA,GLASCOCK,13125.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,1566,20220315,PROV
54401,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5735,41984,20220315,ABSENTEE
54402,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7969,41984,20220315,ADVANCED VOTING
54403,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2153,41984,20220315,ELECTION DAY
54404,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,22,41984,20220315,PROV
54405,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,105,41984,20220315,ABSENTEE
54406,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,234,41984,20220315,ADVANCED VOTING
54407,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,149,41984,20220315,ELECTION DAY
54408,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,41984,20220315,PROV
54409,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4388,41984,20220315,ABSENTEE
54410,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16492,41984,20220315,ADVANCED VOTING
54411,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4701,41984,20220315,ELECTION DAY
54412,2020,GEORGIA,GA,GLYNN,13127.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,35,41984,20220315,PROV
54413,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1464,24033,20220315,ABSENTEE
54414,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1916,24033,20220315,ADVANCED VOTING
54415,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1003,24033,20220315,ELECTION DAY
54416,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,24033,20220315,PROV
54417,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,51,24033,20220315,ABSENTEE
54418,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,86,24033,20220315,ADVANCED VOTING
54419,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,107,24033,20220315,ELECTION DAY
54420,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,24033,20220315,PROV
54421,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2538,24033,20220315,ABSENTEE
54422,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9866,24033,20220315,ADVANCED VOTING
54423,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6986,24033,20220315,ELECTION DAY
54424,2020,GEORGIA,GA,GORDON,13129.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15,24033,20220315,PROV
54425,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1112,10707,20220315,ABSENTEE
54426,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1861,10707,20220315,ADVANCED VOTING
54427,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,635,10707,20220315,ELECTION DAY
54428,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11,10707,20220315,PROV
54429,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,10707,20220315,ABSENTEE
54430,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,10707,20220315,ADVANCED VOTING
54431,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,25,10707,20220315,ELECTION DAY
54432,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,10707,20220315,PROV
54433,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1103,10707,20220315,ABSENTEE
54434,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3896,10707,20220315,ADVANCED VOTING
54435,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2028,10707,20220315,ELECTION DAY
54436,2020,GEORGIA,GA,GRADY,13131.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7,10707,20220315,PROV
54437,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1532,11247,20220315,ABSENTEE
54438,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1965,11247,20220315,ADVANCED VOTING
54439,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,583,11247,20220315,ELECTION DAY
54440,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8,11247,20220315,PROV
54441,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,19,11247,20220315,ABSENTEE
54442,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,51,11247,20220315,ADVANCED VOTING
54443,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,21,11247,20220315,ELECTION DAY
54444,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,11247,20220315,PROV
54445,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1275,11247,20220315,ABSENTEE
54446,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4947,11247,20220315,ADVANCED VOTING
54447,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,844,11247,20220315,ELECTION DAY
54448,2020,GEORGIA,GA,GREENE,13133.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,11247,20220315,PROV
54449,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,81502,413865,20220315,ABSENTEE
54450,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,124125,413865,20220315,ADVANCED VOTING
54451,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,35793,413865,20220315,ELECTION DAY
54452,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,407,413865,20220315,PROV
54453,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1679,413865,20220315,ABSENTEE
54454,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2186,413865,20220315,ADVANCED VOTING
54455,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1742,413865,20220315,ELECTION DAY
54456,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,413865,20220315,PROV
54457,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40396,413865,20220315,ABSENTEE
54458,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,90472,413865,20220315,ADVANCED VOTING
54459,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,35271,413865,20220315,ELECTION DAY
54460,2020,GEORGIA,GA,GWINNETT,13135.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,274,413865,20220315,PROV
54461,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1315,20432,20220315,ABSENTEE
54462,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1733,20432,20220315,ADVANCED VOTING
54463,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,511,20432,20220315,ELECTION DAY
54464,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4,20432,20220315,PROV
54465,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,42,20432,20220315,ABSENTEE
54466,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,126,20432,20220315,ADVANCED VOTING
54467,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,64,20432,20220315,ELECTION DAY
54468,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,20432,20220315,PROV
54469,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2905,20432,20220315,ABSENTEE
54470,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11083,20432,20220315,ADVANCED VOTING
54471,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2628,20432,20220315,ELECTION DAY
54472,2020,GEORGIA,GA,HABERSHAM,13137.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21,20432,20220315,PROV
54473,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9215,90523,20220315,ABSENTEE
54474,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11951,90523,20220315,ADVANCED VOTING
54475,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3847,90523,20220315,ELECTION DAY
54476,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18,90523,20220315,PROV
54477,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,305,90523,20220315,ABSENTEE
54478,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,611,90523,20220315,ADVANCED VOTING
54479,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,402,90523,20220315,ELECTION DAY
54480,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,4,90523,20220315,PROV
54481,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12005,90523,20220315,ABSENTEE
54482,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40999,90523,20220315,ADVANCED VOTING
54483,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11111,90523,20220315,ELECTION DAY
54484,2020,GEORGIA,GA,HALL,13139.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,55,90523,20220315,PROV
54485,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1223,4165,20220315,ABSENTEE
54486,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1135,4165,20220315,ADVANCED VOTING
54487,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,624,4165,20220315,ELECTION DAY
54488,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3,4165,20220315,PROV
54489,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,7,4165,20220315,ABSENTEE
54490,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,4,4165,20220315,ADVANCED VOTING
54491,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,10,4165,20220315,ELECTION DAY
54492,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,4165,20220315,PROV
54493,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,244,4165,20220315,ABSENTEE
54494,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,641,4165,20220315,ADVANCED VOTING
54495,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,274,4165,20220315,ELECTION DAY
54496,2020,GEORGIA,GA,HANCOCK,13141.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4165,20220315,PROV
54497,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,671,14248,20220315,ABSENTEE
54498,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,746,14248,20220315,ADVANCED VOTING
54499,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,375,14248,20220315,ELECTION DAY
54500,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,14248,20220315,PROV
54501,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,30,14248,20220315,ABSENTEE
54502,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,40,14248,20220315,ADVANCED VOTING
54503,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,55,14248,20220315,ELECTION DAY
54504,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,14248,20220315,PROV
54505,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1786,14248,20220315,ABSENTEE
54506,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6224,14248,20220315,ADVANCED VOTING
54507,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4317,14248,20220315,ELECTION DAY
54508,2020,GEORGIA,GA,HARALSON,13143.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,14248,20220315,PROV
54509,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2067,19991,20220315,ABSENTEE
54510,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2106,19991,20220315,ADVANCED VOTING
54511,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1278,19991,20220315,ELECTION DAY
54512,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6,19991,20220315,PROV
54513,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,62,19991,20220315,ABSENTEE
54514,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,50,19991,20220315,ADVANCED VOTING
54515,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,103,19991,20220315,ELECTION DAY
54516,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,19991,20220315,PROV
54517,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2087,19991,20220315,ABSENTEE
54518,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6627,19991,20220315,ADVANCED VOTING
54519,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5592,19991,20220315,ELECTION DAY
54520,2020,GEORGIA,GA,HARRIS,13145.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,19991,20220315,PROV
54521,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1128,12727,20220315,ABSENTEE
54522,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1467,12727,20220315,ADVANCED VOTING
54523,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,560,12727,20220315,ELECTION DAY
54524,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,12727,20220315,PROV
54525,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,20,12727,20220315,ABSENTEE
54526,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,43,12727,20220315,ADVANCED VOTING
54527,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,43,12727,20220315,ELECTION DAY
54528,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,12727,20220315,PROV
54529,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1437,12727,20220315,ABSENTEE
54530,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5687,12727,20220315,ADVANCED VOTING
54531,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2338,12727,20220315,ELECTION DAY
54532,2020,GEORGIA,GA,HART,13147.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,12727,20220315,PROV
54533,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,296,5391,20220315,ABSENTEE
54534,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,343,5391,20220315,ADVANCED VOTING
54535,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,184,5391,20220315,ELECTION DAY
54536,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,5391,20220315,PROV
54537,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,5391,20220315,ABSENTEE
54538,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,19,5391,20220315,ADVANCED VOTING
54539,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,21,5391,20220315,ELECTION DAY
54540,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,5391,20220315,PROV
54541,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,677,5391,20220315,ABSENTEE
54542,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2197,5391,20220315,ADVANCED VOTING
54543,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1641,5391,20220315,ELECTION DAY
54544,2020,GEORGIA,GA,HEARD,13149.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,5391,20220315,PROV
54545,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20858,122742,20220315,ABSENTEE
54546,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,44156,122742,20220315,ADVANCED VOTING
54547,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8191,122742,20220315,ELECTION DAY
54548,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,71,122742,20220315,PROV
54549,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,310,122742,20220315,ABSENTEE
54550,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,645,122742,20220315,ADVANCED VOTING
54551,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,322,122742,20220315,ELECTION DAY
54552,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,122742,20220315,PROV
54553,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8134,122742,20220315,ABSENTEE
54554,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31879,122742,20220315,ADVANCED VOTING
54555,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8143,122742,20220315,ELECTION DAY
54556,2020,GEORGIA,GA,HENRY,13151.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31,122742,20220315,PROV
54557,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11867,74823,20220315,ABSENTEE
54558,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13970,74823,20220315,ADVANCED VOTING
54559,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6349,74823,20220315,ELECTION DAY
54560,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,46,74823,20220315,PROV
54561,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,294,74823,20220315,ABSENTEE
54562,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,339,74823,20220315,ADVANCED VOTING
54563,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,422,74823,20220315,ELECTION DAY
54564,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,74823,20220315,PROV
54565,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8163,74823,20220315,ABSENTEE
54566,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21677,74823,20220315,ADVANCED VOTING
54567,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11644,74823,20220315,ELECTION DAY
54568,2020,GEORGIA,GA,HOUSTON,13153.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,50,74823,20220315,PROV
54569,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,257,4168,20220315,ABSENTEE
54570,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,523,4168,20220315,ADVANCED VOTING
54571,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,227,4168,20220315,ELECTION DAY
54572,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,4168,20220315,PROV
54573,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,4168,20220315,ABSENTEE
54574,2020,GEORGIA,GA,IRWIN,13155.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,4168,20220315,ADVANCED VOTING
