facility ID,facility name,,telehealth clinic only,full address,street address,city,state,zip code,latitude,longitude,phone number,website,open in 2021,provided abortions in 2021,provided MAB in 2021,MAB gestational limit in 2021,median state cost for medication abortion in 2021,provided procedural abortion in 2021,procedural abortion gestational limit in 2021,median state cost for first trimester procedural abortion in 2021,median state cost for second trimester procedural abortion in 2021,date facility opened,facility closure date/info,date of last facility update
460,NewYork-Presbyterian Hospital: Westchester Bronx OBGYN Group,,,"1990 Central Park Avenue, Yonkers, NY 10710",1990 Central Park Avenue,Yonkers,NY,10710,40.9661,-73.838,(914) 793-5588,http://wbobgyn.org/,yes,no,,,580,,,580,600,,,12/28/21
461,North County Women's Medical Clinic,,,"120 Craven Road, Suite 209, San Marcos, CA 92069","120 Craven Road, Suite 209",San Marcos,CA,92069,33.1275,-117.166,(760) 761-4088,http://www.womensmedicalclinic.com/,no,no,,,700,,,750,926,,2015,
462,North Durham Women's Health,,,"400-B Crutchfield Street, Durham, NC, 27704",400 Crutchfield Street,Durham,NC,27704,36.039,-78.9041,(919) 908-6449,http://northdurhamwomenshealth.com/,yes,yes,Yes,10,425,Yes,20,425,465,,,12/30/21
463,"North Florida Women's Services, Inc.",,,"2412 West Plaza Drive, Tallahassee, FL 32308",2412 West Plaza Drive,Tallahassee,FL,32308,30.4572,-84.2383,(850) 877-3183,https://aboutabortion.org/,yes,yes,Yes,11,543,Yes,13.6,550,650,,,12/23/21
464,North Georgia Family Planning,,,"11205 Alpharetta Hwy Suite E-2, Roswell, GA 30076",11205 Alpharetta Hwy Suite E-2,Roswell,GA,30076,34.0529,-84.3324,(770) 442-0901,,no,no,,,476,,,485,,,2015,7/20/2021 (web only)
465,North Jersey Abortion Center,,,"Livingston, NJ 07039",,Livingston,NJ,7039,40.7934,-74.3158,(973) 533-0542,http://www.northjerseyabortioncenter.com/,yes,no,,,490,,,400,700,,,8/14/20
466,North Shore Women's Center,,,"480 Lynnfield Street, Lynn, MA 01904",480 Lynnfield Street,Lynn,MA,1904,42.5014,-70.9781,(781) 595-4800,http://www.northshorewomenscenter.com/,no,no,,,650,,,700,725,,,12/27/21
467,Northeast Ohio Women's Center: Akron Area,,,"2127 State Road, Cuyahoga Falls, OH 44223",2127 State Road,Cuyahoga Falls,OH,44223,41.1364,-81.5085,(330) 923-4009,https://northeastohioabortion.com/,yes,yes,Yes,9.6,650,Yes,15.6,650,1100,2015,,12/30/21
468,Northeast Ohio Women's Center: Cleveland Area,,,"3461 Warrensville Center Rd. Suite 202, Shaker Heights, OH 44122",3461 Warrensville Center Rd. Suite 202,Shaker Heights,OH,44122,41.4653,-81.5362,(330) 923-4009,https://northeastohioabortion.com/,yes,yes,Yes,9.6,650,Yes,15.6,650,1100,,,12/30/21
469,Northern Illinois Women's Center,,,"1400 Broadway #201, Rockford, IL 61104",1400 Broadway #201,Rockford,IL,61104,42.2525,-89.0752,,,no,no,,,470,,,480,1385,,2012,12/22/21
470,Northland Family Planning: Southfield,,,"24450 Evergreen Road, Suite 220, Southfield, MI, 48075","24450 Evergreen Road, Suite 220",Southfield,MI,48075,42.4682,-83.2402,(248) 559-0590,https://northlandfamilyplanning.com/southfield,yes,yes,Yes,10,550,Yes,24,550,675,,,12/29/21
471,Northland Family Planning: Sterling Heights,,,"3810 17 Mile Rd., Suite 1, Sterling Heights, MI, 48310","3810 17 Mile Rd., Suite 1",Sterling Heights,MI,48310,42.5791,-83.0717,(586) 268-1700,http://northlandfamilyplanning.com/,yes,yes,Yes,10,550,Yes,24,550,675,,,12/29/21
472,Northland Family Planning: Westland,,,"35000 Ford Rd., Suite 3, Westland, MI, 48185","35000 Ford Rd., Suite 3",Westland,MI,48185,42.3246,-83.3843,(734) 721-4700,http://northlandfamilyplanning.com/,yes,yes,Yes,10,550,Yes,24,550,675,,,12/29/21
473,Northpark Medical Group,,,"8363 Meadow Road, Dallas, TX 75231",8363 Meadow Road,Dallas,TX,75231,32.8863,-96.7599,(214) 890-0015,https://www.aaronclinicdallas.com/,yes,yes,Yes,5.6,650,No,5.6,715,850,,,12/29/21
474,Northside Women's Clinic. Inc.,,,"3543 Chamblee-Dunwoody Rd, Atlanta, GA 30341",3543 Chamblee-Dunwoody Rd,Atlanta,GA,30341,33.8945,-84.3037,(678) 534-8124,www.northsidewomensclinic.com,no,no,,,476,,,485,,,2013,7/20/2021 (web only)
475,Northwestern Center for Family Planning and Contraception,,,"675 North St. Clair, Suite 14-200, Chicago, IL 60611","675 North St. Clair, Suite 14-200",Chicago,IL,60611,41.8945,-87.6227,(312) 926-8678,https://www.nm.org/locations/family-planning-and-contraception,yes,no,Yes,10,470,Yes,24,480,1385,,,12/22/21
477,OB-GYN Associates of Green Bay,,,"704 Webster Avenue, Suite 300, Green Bay, WI 54301","704 Webster Avenue, Suite 300",Green Bay,WI,54301,44.5026,-88.0103,(920) 468-3444,,no,no,,,600,,,738,,,2013,7/31/19
478,OHSU Family Planning,,,"Kohler Pavilion, 7th Floor, 808 S.W. Campus Drive, Portland, OR 97239","Kohler Pavilion, 7th Floor, 808 S.W. Campus Drive",Portland,OR,97239,45.4993,-122.684,(503) 418-4500,http://www.ohsu.edu/xd/health/services/women/services/family-planning.cfm,yes,yes,Yes,11,650,Yes,12,700,925,,,12/22/21
479,"Office of Neysa D Whiteman, MD",,,"477 N El Camino Real, Ste C302, Encinitas, CA 92024","477 N El Camino Real, Ste C302",Encinitas,CA,92024,33.0568,-117.262,(760) 943-1011,http://www.vitals.com/doctors/Dr_Neysa_Whiteman/profile,no,no,,,700,,,750,926,,2019,
480,"Office of Philip F. Waterman II, M.D. FACOG",,,"650 Del Prado Blvd., Suite 100, Cape Coral, FL 33990","650 Del Prado Blvd., Suite 100",Cape Coral,FL,33990,26.6393,-81.9409,(239) 574-8200,http://www.philipwatermanmd.com/,no,no,,,543,,,550,650,,,08/02/2021 (web only)
481,Office of Ying-Chang Chen,,,"735 E Ohio Ave, Ste 201, Escondido, CA 92025","735 E Ohio Ave, Ste 201",Escondido,CA,92025,33.1261,-117.073,(760) 489-0044,http://www.vitals.com/doctors/Dr_Ying_C_Chen/profile,no,no,,,700,,,750,926,,,
483,Ohio Women's Center,,,"15 E Waterloo Rd, Ste 16, Akron, OH 44319","15 E Waterloo Rd, Ste 16",Akron,OH,44319,41.0288,-81.5263,(330) 785-9760,http://www.yellowpages.com/akron-oh/mip/ohio-womens-ctr-467242822?lid=467242822,no,no,,,650,,,650,1100,,,12/30/21
484,Old National Gynecology,,,"6210 Old National Highway, College Park, GA 30349",6210 Old National Highway,College Park,GA,30349,33.5856,-84.4691,(770) 991-7552,http://www.atlanta-abortion-clinic.com/,yes,yes,Yes,11,476,Yes,14,485,,,,10/04/2021 (phone)
485,Options Gynesurgical Associates,,,"200 Middlesex Tpke #307, Iselin, NJ 08830",200 Middlesex Tpke #307,Iselin,NJ,8830,40.5707,-74.3241,(732) 367-6200,http://www.localtom.com/nj/iselin/murray-elrick-md-options-gynesurgical-assoc-14900627.html,no,no,,,490,,,400,700,,,8/26/20
486,Options for Women: Howell,,,"102 Candlewood Commons, Howell, NJ 07731",102 Candlewood Commons,Howell,NJ,7731,40.1475,-74.2243,(732) 367-6200,http://www.optionsforabortions.com/,yes,yes,Yes,7,490,Yes,14,400,700,,,9/20/21
487,Options for Women: Plainfield,,,"1024 Park Avenue, Suite 4, Plainfield, NJ 07060","1024 Park Avenue, Suite 4",Plainfield,NJ,7060,40.6106,-74.41,(908) 753-1881,http://www.optionsforabortions.com/,yes,yes,Yes,7,490,Yes,14,400,700,,,9/20/21
489,Orlando Women's Center: EPOC Abortion Clinic,,,"609 Virginia Drive, Orlando, FL 32803",609 Virginia Drive,Orlando,FL,32803,28.5641,-81.3695,(407) 898-2046,http://www.womenscenter.com/epoc_clinic.html,no,no,,,543,,,550,650,,2018,08/02/2021 (web only)
490,Orlando Women's Center: Ft. Lauderdale Abortion Clinic,,,"2001 W. Oakland Park Blvd., Ft. Lauderdale, FL 33311",2001 W. Oakland Park Blvd.,Ft. Lauderdale,FL,33311,26.1657,-80.1701,(954) 733-0121,http://www.womenscenter.com/fort_lauderdale_womens_center.html,yes,yes,Yes,10,543,Yes,13,550,650,,,12/23/21
491,Orlando Women's Center: Ocala Abortion Clinic,,,"108 NW Pine Avenue, Ocala, FL 34475",108 NW Pine Avenue,Ocala,FL,34475,29.1972,-82.1421,(352) 401-9288,http://www.womenscenter.com/ocala_womens_center.html,no,no,Yes,12,543,Yes,24,550,650,,,7/26/2021 (web only)
492,Orlando Women's Center: Orlando Abortion Clinic,,,"1103 Lucerne Terrace, Orlando, FL 32806",1103 Lucerne Terrace,Orlando,FL,32806,28.5289,-81.3807,(407) 245-7999,http://www.womenscenter.com/orlando_womens_center.html,yes,yes,Yes,9,543,Yes,20,550,650,,,12/23/21
493,Orlando Women's Center: Women's Center of Hyde Park / Tampa Abortion Clinic,,,"502 South Magnolia Avenue, Tampa, FL 33606",502 South Magnolia Avenue,Tampa,FL,33606,27.9396,-82.4658,(813) 258-5995,http://www.womenscenter.com/womens_center_hyde_park.html,yes,yes,Yes,12,543,Yes,20,550,650,,,08/02/2021 (web only)
494,PP of the Great Northwest and the Hawaiian Islands: Kona Clinic,,,"75-184 Hualalai Road, Suite 205, Kailua Kona, HI 96740","75-184 Hualalai Road, Suite 205",Kailua Kona,HI,96740,19.6372,-155.988,(808) 329-8211,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2952,no,no,,,850,Yes,14,950,1300,,14-Nov,6/27/2021 (web only)
495,"Paces Women's Medical Services, LLC",,,"3193 Howell Mill Rd, Suite 323, Atlanta GA 30327","3193 Howell Mill Rd, Suite 323",Atlanta,GA,30327,33.8423,-84.4277,(866) 535-1907,http://www.prochoice.org/Pregnant/find/ga.html,no,no,,,476,,,485,,,,7/20/2021 (web only)
496,Pacific Gynecology & Obstetrics Medical Group (PGOMG),,,"2100 Webster Street, Suite 319, San Francisco, CA 94115","2100 Webster Street, Suite 319",San Francisco,CA,94115,37.7901,-122.432,(415) 923-3123,https://www.pacgyn.com/,yes,yes,Yes,9,700,Yes,12,750,926,,,9/24/2021 (phone)
497,Parkmed NYC,,,"800 2nd Avenue, Suite 605, New York, NY 10017","800 2nd Avenue, Suite 605",New York,NY,10017,40.7502,-73.9718,(332) 334-7826,http://www.parkmed.com/,yes,yes,Yes,10,580,Yes,24,580,600,,,12/28/21
498,Partners in Women's Health,,,"4500 East 9th Avenue, Suite 700, Denver, CO 80246","4500 East 9th Avenue, Suite 700",Denver,CO,80246,39.731,-104.935,(303) 399-3315,http://piwhdenver.com,yes,yes,Yes,7,458,Yes,14,747,2100,,,10/04/2021 (phone)
499,Peninsula Medical Center For Women,,,"10758A Jefferson Avenue, Newport News, VA 23601",10758A Jefferson Avenue,Newport News,VA,23601,37.0534,-76.462,(757) 599-6389,http://www.richmondmedctrforwomen.com/Home.html,yes,yes,Yes,10,433,Yes,21,450,850,,,12/21/21 (phone)
500,Penn Medicine: Penn Health for Women Washington Square,,,"Penn Medicine Washington Square 10th Floor, 800 Walnut Street, Philadelphia, PA 19107","800 Walnut Street, 10th Floor",Philadelphia,PA,19104,39.948,-75.1543,800 789-7366,https://www.pennmedicine.org/practices/gynecology-washington-square?fadf=pennmedicine,yes,yes,,,474,,,500,550,,,12/30/21
502,Philadelphia Women's Center,,,"777 Appletree Street, 7th Floor, Philadelphia, PA 19106","777 Appletree Street, 7th Floor",Philadelphia,PA,19106,39.9537,-75.1527,(215) 574-3590,http://philadelphiawomenscenter.com/,yes,yes,Yes,11,474,Yes,21.6,500,550,,,12/29/21
503,Physicians Abortion Services,,,"30400 Telegraph Rd #350, Bingham Farms, MI, 48025",30400 Telegraph Rd #350,Bingham Farms,MI,48025,42.5107,-83.2853,(248) 353-9467,,no,no,,,550,,,550,675,,,12/29/21
504,Physicians Women's Services,,,"71 E Hollister Street, Cincinnati, OH 45219",71 E Hollister Street,Cincinnati,OH,45219,39.1256,-84.5099,(513) 723-0909,http://www.prochoice.org/Pregnant/find/oh.html,no,no,,,650,,,650,1100,,,12/30/21
505,Pilgrim Medical Center,,,"393 Bloomfield Avenue, Montclair, NJ 07042",393 Bloomfield Avenue,Montclair,NJ,7042,40.8127,-74.2159,(973) 746-1500,http://www.pilgrimmed.com/,yes,yes,Yes,9,490,Yes,24,400,700,,,9/20/21
506,Planned Parenthod of Greater Washington and North Idaho: Wenatchee Health Center,,,"900 Ferry St. Wenatchee, WA 98801",900 Ferry St.,Wenatchee,WA,98801,47.4114,-120.313,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/wenatchee/98801/wenatchee-health-center-4204-91850,yes,yes,Yes,11,650,No,,650,,,,11/9/21
507,"Planned Parenthood Arizona, Inc.: Central Phoenix Health Center",,,"4751 N 15th Street, Phoenix, AZ 85014",4751 N 15th Street,Phoenix,AZ,85014,33.5071,-112.05,(602) 277-7526,https://www.plannedparenthood.org/health-center/arizona/phoenix/85014/central-phoenix-health-center-4200-90030/abortion-referral,yes,no,No,,540,No,,701,1568,,11-Aug,6/27/2021 (web only)
508,"Planned Parenthood Arizona, Inc.: Flagstaff Health Center",,,"2500 S. Woodlands Village Blvd, Flagstaff, AZ 86001",2500 S. Woodlands Village Blvd,Flagstaff,AZ,86001,35.178,-111.668,(928) 779-3653,https://www.plannedparenthood.org/health-center/arizona/flagstaff/86001/flagstaff-health-center-2566-90030,yes,yes,Yes,10,540,No,,701,1568,,,9/1/2021 (phone)
509,"Planned Parenthood Arizona, Inc.: Glendale Health Center",,,"5771 W. Eugie, Glendale, AZ 85304",5771 W. Eugie,Glendale,AZ,85304,33.6087,-112.184,(602) 277-7526,https://www.plannedparenthood.org/health-center/arizona/glendale/85304/glendale-health-center-3963-90030,yes,yes,Yes,10,540,Yes,16,701,1568,,,9/1/2021 (phone)
510,"Planned Parenthood Arizona, Inc.: Southern Arizona Regional Health Center",,,"2255 N. Wyatt Dr., Tuscon, AZ 85712",2255 N. Wyatt Dr.,Tuscon,AZ,85712,32.2484,-110.882,(520) 408-7526,https://www.plannedparenthood.org/health-center/arizona/tucson/85712/southern-arizona-regional-health-center-3261-90030,yes,yes,Yes,10,540,Yes,16,701,1568,,,9/1/2021 (phone)
511,"Planned Parenthood Arizona, Inc.: Tempe Regional Health Center",,,"1837 E Baseline Rd, Tempe, AZ 85283",1837 E Baseline Rd.,Tempe,AZ,85283,33.3784,-111.906,(602) 277-7526,https://www.plannedparenthood.org/health-center/arizona/tempe/85283/tempe-regional-health-center-4256-90030,yes,yes,Yes,10,540,Yes,16,701,1568,2015,,9/1/2021 (phone)
512,"Planned Parenthood Arizona, Inc.: Tuscon Women's Center",,,"5240 E Knight Dr. Suite 112, Tuscon, AZ 85712",5240 E Knight Dr. Suite 112,Tuscon,AZ,85712,32.249,-110.881,(520) 323-9682,https://www.plannedparenthood.org/health-center/arizona/tucson/85712/tucson-women's--center-4178-90030,no,no,,,540,,,701,1568,,11-Aug,6/27/2021 (web only)
513,Planned Parenthood Association of Utah: Metro Health Center,,,"160 South 1000 East, Suite 120, Salt Lake City, UT 84102","160 South 1000 East, Suite 120",Salt Lake City,UT,84102,40.7657,-111.863,(801) 257-6789,https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/metro-health-center-3958-91730,yes,yes,Yes,10,450,Yes,21.6,500,,,,10/19/21
514,Planned Parenthood California Central Coast: San Luis Obispo Center,,,"743 Pismo Street, San Luis Obispo, CA 93401",743 Pismo Street,San Luis Obispo,CA,93401,35.277,-120.662,(888) 898-3806,https://www.plannedparenthood.org/health-center/california/san-luis-obispo/93401/san-luis-obispo-center-2252-90170,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
515,Planned Parenthood California Central Coast: Santa Barbara Center,,,"518 Garden Street, Santa Barbara, CA 93101",518 Garden Street,Santa Barbara,CA,93101,34.4205,-119.693,(888) 898-3806,https://www.plannedparenthood.org/health-center/california/santa-barbara/93101/santa-barbara-center-3268-90170,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
516,Planned Parenthood California Central Coast: Santa Maria Center,,,"415 E Chapel Street, Santa Maria, CA 93454",415 E Chapel Street,Santa Maria,CA,93454,34.9543,-120.431,(888) 898-3806,https://www.plannedparenthood.org/health-center/california/santa-maria/93454/santa-maria-center-2250-90170,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
517,Planned Parenthood California Central Coast: Thousand Oaks Center,,,"1200 W. Hillcrest Dr., Thousand Oaks, CA 91320",1200 W. Hillcrest Dr.,Thousand Oaks,CA,91320,34.1849,-118.907,(888) 898-3806,https://www.plannedparenthood.org/health-center/california/thousand-oaks/91320/thousand-oaks-center-3851-90170,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
518,Planned Parenthood California Central Coast: Ventura Center,,,"5400 Ralston Street, Ventura, CA 93003",5400 Ralston Street,Ventura,CA,93003,34.2597,-119.218,(888) 898-3806,https://www.plannedparenthood.org/health-center/california/ventura/93003/ventura-center-2251-90170,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
519,Planned Parenthood Center for Choice Ambulatory Surgical Center (Abortion),,,"4600 Gulf Freeway, Ste. 300, Houston, TX 77023","4600 Gulf Freeway, Ste. 300",Houston,TX,77023,29.7267,-95.3359,(713) 535-2400,https://www.plannedparenthood.org/health-center/texas/houston/77023/planned-parenthood-center-for-choice-ambulatory-surgical-center-abortion-2292-91651,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/27/21
520,"Planned Parenthood Center for Choice, Inc.: Stafford Center for Choice - Abortion",,,"12614 Southwest Freeway, Suite A, Stafford, TX 77477","12614 Southwest Freeway, Suite A",Stafford,TX,77477,29.6384,-95.583,(713) 514-1101,https://www.plannedparenthood.org/health-center/texas/stafford/77477/stafford-center-for-choice-abortion-2294-91651,yes,no,Yes,5.6,650,No,,715,850,,,12/27/21
521,Planned Parenthood Columbia Willamette: Beaverton Center,,,"12220 SW First St., Suite 200, Beaverton, OR 97005","12220 SW First St., Suite 200",Beaverton,OR,97005,45.486,-122.802,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/beaverton/97005/beaverton-health-center-2410-91400,yes,yes,Yes,10,650,No,,700,925,,,1/3/2022 (NAF and ACN memberships)
522,Planned Parenthood Columbia Willamette: Bend Health Center,,,"2330 NE Division St., Suite 7, Bend, OR 97703","2330 NE Division St., Suite 7",Bend,OR,97703,44.0728,-121.306,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/bend/97703/bend-health-center-2373-91400,yes,yes,Yes,11,650,Yes,13.6,700,925,,,1/3/2022 (NAF and ACN memberships)
523,Planned Parenthood Columbia Willamette: Gresham Center,,,"501 NE Hood Avenue Suite 100, Gresham, OR 97030",501 NE Hood Avenue Suite 100,Gresham,OR,97030,45.5011,-122.428,(888) 875-7820,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2409,no,no,,,650,,,700,925,,14-Jun,1/3/2022 (NAF and ACN memberships)
524,Planned Parenthood Columbia Willamette: McMinnville Clinic,,,"130 NW 6th Street, Suite A, McMinnville, OR 97128","130 NW 6th Street, Suite A",McMinnville,OR,97128,45.2121,-123.199,(888) 875-7820,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=3459,no,no,,,650,,,700,925,,14-Apr,1/3/2022 (NAF and ACN memberships)
525,Planned Parenthood Columbia Willamette: Milwaukie-Oak Grove Center,,,"14411 SE McLoughlin Blvd, Milwaukie, OR 97267",14411 SE McLoughlin Blvd,Milwaukie,OR,97267,45.419,-122.633,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/milwaukie/97267/milwaukie-oak-grove-health-center-4195-91400,yes,yes,Yes,10,650,No,,700,925,2017,,1/3/2022 (NAF and ACN memberships)
526,Planned Parenthood Columbia Willamette: NE Portland Center,,,"3727 NE Martin Luther King Jr. Boulevard, Portland, OR 97212",3727 NE Martin Luther King Jr. Boulevard,Portland,OR,97212,45.5499,-122.662,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/portland/97212/ne-portland-health-center-3943-91400,yes,yes,Yes,11,650,No,,700,925,,,1/3/2022 (NAF and ACN memberships)
527,Planned Parenthood Columbia Willamette: SE Portland Center,,,"3231 SE 50th, Portland, OR 97206",3231 SE 50th,Portland,OR,97206,45.4994,-122.611,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/portland/97206/se-portland-center-3353-91400/abortion,no,no,,,650,,,700,925,,20-Jun-20,1/3/2022 (NAF and ACN memberships)
528,Planned Parenthood Columbia Willamette: Salem Center,,,"3825 Wolverine St., NE, Salem, OR 97305","3825 Wolverine St., NE",Salem,OR,97305,44.9583,-122.985,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/salem/97305/salem-health-center-2412-91400,yes,yes,Yes,11,650,Yes,13.6,700,925,,,1/3/2022 (NAF and ACN memberships)
529,Planned Parenthood Columbia Willamette: Vancouver Center,,,"11516 SE Mill Plain Blvd, Vancouver, WA 98684",11516 SE Mill Plain Blvd,Vancouver,WA,98684,45.6209,-122.553,(888) 875-7820,https://www.plannedparenthood.org/health-center/washington/vancouver/98684/vancouver-health-center-2455-91400,yes,yes,Yes,10,650,No,,650,,,,11/12/21
530,Planned Parenthood Great Plains: Columbia Health Center,,,"711 N Providence Road, Columbia, MO 65203",711 N Providence Road,Columbia,MO,65203,38.9599,-92.3342,(573) 443-0427,https://www.plannedparenthood.org/health-center/missouri/columbia/65203/columbia-health-center-2760-90740/abortion,yes,no,,,,,,470,2885,2015,,6/17/20
531,Planned Parenthood Great Plains: Fayetteville Health Center,,,"3729 North Crossover St. Suite 107, Fayetteville, AR 72703",3729 N Crossover Rd #107,Fayetteville,AR,72703,36.1181,-94.1186,(479) 443-7791,https://www.plannedparenthood.org/health-center/arkansas/fayetteville/72703/fayetteville-health-center-2972-90740/abortion,no,no,,,722,,,1300,,,"July 25, 2019.",6/27/2021 (web only)
532,Planned Parenthood Great Plains: Little Rock Aldersgate Road Health Center of Little Rock,,,"1501 Aldersgate Rd. Little Rock, AR 72205",1501 Aldersgate Rd.,Little Rock,AR,72205,34.74,-92.39,(501) 666-7526,https://www.plannedparenthood.org/health-center/arkansas/little-rock/72205/little-rock-aldersgate-road-health-center-9998-90740,yes,yes,Yes,10,722,No,,1300,,,,8/10/2021 (phone)
533,"Planned Parenthood Hudson Peconic, Inc.: Brewster Center",,,"2505 Carmel Avenue, Brewster, NY 10509",2505 Carmel Avenue,Brewster,NY,10509,41.399,-73.6321,(845) 278-7313,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2227,no,no,,,580,,,580,600,,,1/3/2022 (NAF and ACN memberships)
